,Job Title,Company Name,Location,Salary,Summary
1355,Associate - Data Analytics - AWM,"JPMorgan Chase Bank, N.A.","Mumbai, Maharashtra",Nothing_found,"Proficiency in building queries for extracting data from large data sets.
Experience in working with multiple data sources and handling large volumes of data."
1356,Data Science Manager,Honeywell,"Bengaluru, Karnataka",Nothing_found,"Collaborating and influencing team resourcing including engineering, data engineering, customer engagement, and product managers to ensure successful execution."
1357,Data Analyst,Augmenter Consulting,"Mumbai, Maharashtra",Nothing_found,"Acquire data from primary or secondary data source and maintain them for suitable actionable usage.
Technical expertise regarding data models, database design,…"
1358,Machine Learning & NLP,TVS Next,"Bengaluru, Karnataka",Nothing_found,"We help our clients re-imagine, design and develop software to make this world a better place.
Our missions are bold and hence we are on a constant lookout for…"
1359,"Project Associate-I, Sr Project Associate",NEERI,Tamil Nadu,Nothing_found,"Requirement must send their bio-data in the prescribed format (annexed and also available at www.neeri.res.in).
CSIR Madras Complex,Taramani, Chennai 600 113."
1360,Analyst- Analytics Developer,Deloitte,"Hyderabad, Telangana",Nothing_found,"3+ years of experience in SQL and relational databases, data frames or Business Intelligence development, performing data tranformations and data modelling."
1361,Artificial Intelligence,HR Devi and Associates,"Bengaluru, Karnataka","₹9,00,000 - ₹18,00,000 a year",We are Looking for Data Scientists to Develop Machine Learning and Artificial Intelligence Driven Domain-specific Solutions and Products in the Areas Related to…
1362,Lead- Python (Data Science),Infosys Limited,"Bengaluru, Karnataka",Nothing_found,"A day in the life of an Infoscion.
As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue…"
1363,Big Data Architect,Ifintalent Global Private Limited,"Hyderabad, Telangana",Nothing_found,"Building data services and applications on both structured and unstructured streaming data.
Experience with big data analytics and data science solutions…"
1364,Python - Machine Learning Developer / Consultant / Senior Developer ( UK Location),Imurgence,India,Nothing_found,"Data wrangling and data cleansing.
Analysing the data using tool kits such as SQL, Matlab and NumPy.
Â£ 35,000 - 40,000 + Bonus."
1365,Urgent Requirement Microsoft Azure Machine Learning,ICS Consultancy Services,"Hyderabad, Telangana",Nothing_found,"Roles and responsibilities for Urgent Requirement Microsoft Azure Machine Learning.
: Role : Application Developer Role Description : Design, build and…"
1366,Tenure Track Faculty Position in Data Science,Tavat Consultancy,India,Nothing_found,"University of Delaware (Newark, DE)."
1367,Data Science/ Scientist - Python/ Deep Learning,Shri TirupatiI Balaji Education Foundation,"Bengaluru, Karnataka",Nothing_found,"Candidate will be trained during job for 5 months and then placed in MNC,s.
This can be done online.
Candidates from batch 2018, 2019, 2020 are preferred."
1368,"Software Engineer, Machine Learning Systems",ADCI - Karnataka,"Bengaluru, Karnataka",Nothing_found,"Together with a multi-disciplinary team of engineers, ML scientists, and subject domain experts, you will help define our customer experience and protect Amazon…"
1369,Staff Software Engineer (Data Science),Citrix,"Bengaluru, Karnataka",Nothing_found,"Experience in effective data exploration and visualization (e.g. Excel, Power BI, Tableau, Qlik, etc.).
We believe work is not a place, but rather a thing you…"
1370,Sr. ML Engineer,Genpact,"Bengaluru, Karnataka",Nothing_found,"Conduct explanatory data analysis and prepare data sources to be analyzed.
Think strategically about data as a core enterprise asset and assist in all phases of…"
1371,Manager - Analytics,Unnati,"Gurgaon, Haryana",Nothing_found,"Due diligence during data cleaning.
To breakdown complex business problems and recommend data solutions.
Detailed data collection allows us to share regular…"
1372,Data Engineer - Analytics,Oracle,"Bengaluru, Karnataka",Nothing_found,"Design, build and maintain data warehouse, organize data into subject areas, understand data consumption and data visualization components using core Oracle…"
1373,"Quantitative Researcher, Deep Research",WorldQuant,"Mumbai, Maharashtra",Nothing_found,"In this role you will partner with a close-knit team of data scientists, data engineers, technologists and data sourcing colleagues to identify and research new…"
1374,"Java8, Kafka Streams, Machine Learning, AI Developer",Augusta Infotech,"Bengaluru, Karnataka",Nothing_found,"Build configurable data pipeline based on Kafka Streams/KSQL to ingest bulk and real time stream data.
5+ years of hands on Java development with 2 years in…"
1375,Analyst- Analytics Developer,Deloitte,"Hyderabad, Telangana",Nothing_found,"3+ years of experience in SQL and relational databases, data frames or Business Intelligence development, performing data tranformations and data modelling."
1376,Artificial Intelligence,HR Devi and Associates,"Bengaluru, Karnataka","₹9,00,000 - ₹18,00,000 a year",We are Looking for Data Scientists to Develop Machine Learning and Artificial Intelligence Driven Domain-specific Solutions and Products in the Areas Related to…
1377,Lead- Python (Data Science),Infosys Limited,"Bengaluru, Karnataka",Nothing_found,"A day in the life of an Infoscion.
As part of the Infosys delivery team, your primary role would be to interface with the client for quality assurance, issue…"
1378,Big Data Architect,Ifintalent Global Private Limited,"Hyderabad, Telangana",Nothing_found,"Building data services and applications on both structured and unstructured streaming data.
Experience with big data analytics and data science solutions…"
1379,Python - Machine Learning Developer / Consultant / Senior Developer ( UK Location),Imurgence,India,Nothing_found,"Data wrangling and data cleansing.
Analysing the data using tool kits such as SQL, Matlab and NumPy.
Â£ 35,000 - 40,000 + Bonus."
1380,Urgent Requirement Microsoft Azure Machine Learning,ICS Consultancy Services,"Hyderabad, Telangana",Nothing_found,"Roles and responsibilities for Urgent Requirement Microsoft Azure Machine Learning.
: Role : Application Developer Role Description : Design, build and…"
1381,Tenure Track Faculty Position in Data Science,Tavat Consultancy,India,Nothing_found,"University of Delaware (Newark, DE)."
1382,Data Science/ Scientist - Python/ Deep Learning,Shri TirupatiI Balaji Education Foundation,"Bengaluru, Karnataka",Nothing_found,"Candidate will be trained during job for 5 months and then placed in MNC,s.
This can be done online.
Candidates from batch 2018, 2019, 2020 are preferred."
1383,"Software Engineer, Machine Learning Systems",ADCI - Karnataka,"Bengaluru, Karnataka",Nothing_found,"Together with a multi-disciplinary team of engineers, ML scientists, and subject domain experts, you will help define our customer experience and protect Amazon…"
1384,Staff Software Engineer (Data Science),Citrix,"Bengaluru, Karnataka",Nothing_found,"Experience in effective data exploration and visualization (e.g. Excel, Power BI, Tableau, Qlik, etc.).
We believe work is not a place, but rather a thing you…"
1385,Sr. ML Engineer,Genpact,"Bengaluru, Karnataka",Nothing_found,"Conduct explanatory data analysis and prepare data sources to be analyzed.
Think strategically about data as a core enterprise asset and assist in all phases of…"
1386,Manager - Analytics,Unnati,"Gurgaon, Haryana",Nothing_found,"Due diligence during data cleaning.
To breakdown complex business problems and recommend data solutions.
Detailed data collection allows us to share regular…"
1387,Data Engineer - Analytics,Oracle,"Bengaluru, Karnataka",Nothing_found,"Design, build and maintain data warehouse, organize data into subject areas, understand data consumption and data visualization components using core Oracle…"
1388,"Quantitative Researcher, Deep Research",WorldQuant,"Mumbai, Maharashtra",Nothing_found,"In this role you will partner with a close-knit team of data scientists, data engineers, technologists and data sourcing colleagues to identify and research new…"
1389,"Java8, Kafka Streams, Machine Learning, AI Developer",Augusta Infotech,"Bengaluru, Karnataka",Nothing_found,"Build configurable data pipeline based on Kafka Streams/KSQL to ingest bulk and real time stream data.
5+ years of hands on Java development with 2 years in…"
1390,Data Scientist II,"Groupon, Inc.","Bengaluru, Karnataka",Nothing_found,"3-6 years of work experience as a data scientist.
Develop algorithms, data pipelines, and automated processes to create a data science-backed solution that…"
1391,Risk Assurance_DRS Data_Financial Services Data Analytics_Manager_Bangalore,PwC,"Bengaluru, Karnataka",Nothing_found,"Experienced in data lifecycle and Data Governance.
Use data and insights to inform conclusions and support decision-making.
Degrees/Field of Study required:"
1392,Data Scientist 1,PayPal,"Bengaluru, Karnataka",Nothing_found,"Provide analytical insights by analyzing various types of data, including mining our customer data, review of relevant cases/samples, and incorporation of…"
1393,Human Resource-Manager,Climate Connect,"Pune, Maharashtra",Nothing_found,"Our mix of skills comprises of data scientists, software developers and power market analysts.
Climate Connect is a software technology start-up that develops…"
1394,Data Operations Analyst,ServiceNow,"Hyderabad, Telangana",Nothing_found,"Leverage Dell Boomi as primary integration tool for integrating data from multiple cloud sources to HANA data warehouse.
What you get to do in this role:"
1395,Sr. computer Scientist,Adobe,"Bengaluru, Karnataka",Nothing_found,"Expert in C++, data structures and algorithms.
Changing the world through digital experiences is what Adobe’s all about.
What you need to succeed."
